,u_windows,g_value,wwr,fixedShadingDepth,heatingSum,heatingMax,lightingSum,temperature>28C
303,1.0,0.2,0.5,0.5,2067549014.9752457,2333.597689386446,512307047.5124897,1103
304,1.0,0.2,0.5,0.75,2083719598.9353929,2330.019204751886,512319567.63693887,1070
305,1.0,0.2,0.5,1.0,2141713843.4120529,2326.724329973705,512329551.4658146,1041
306,1.0,0.2,0.5,1.25,2220085720.596427,2324.5115000489177,512314893.26148045,1007
307,1.0,0.2,0.5,1.5,2307855391.9840007,2323.606476993887,512341829.29476595,974
308,1.0,0.2,0.6,0.01,2043604783.1546056,2398.1883655309407,511986653.93648803,1188
309,1.0,0.2,0.6,0.25,2050737854.160069,3220.8934898333578,511954513.3335916,1175
310,1.0,0.2,0.6,0.5,2033076613.7326305,2389.5852352867223,511930309.889246,1150
311,1.0,0.2,0.6,0.75,2053275714.581344,2385.243435528168,511943222.1089112,1117
312,1.0,0.2,0.6,1.0,2086104047.721629,2381.1885627872653,511982580.48182297,1081
313,1.0,0.2,0.6,1.25,2146090876.526644,2378.753321879095,512009189.92618877,1053
314,1.0,0.2,0.6,1.5,2201302815.0627337,2377.65878778497,512003187.3063445,1026
315,1.0,0.3,0.4,0.01,1329661867.7421188,2895.077509848836,512971245.26332235,1310
316,1.0,0.3,0.4,0.25,1326184986.6052125,2163.4693853257963,512972476.60474205,1305
317,1.0,0.3,0.4,0.5,1336247485.479636,2161.310394999811,512977110.8207865,1263
318,1.0,0.3,0.4,0.75,1347296107.500425,2159.602607233249,512993769.76987046,1222
319,1.0,0.3,0.4,1.0,1382292706.2257986,2157.898545005243,513028204.24924296,1179
320,1.0,0.3,0.4,1.25,1447759492.5965304,2157.299561368778,513070635.72489774,1140
321,1.0,0.3,0.4,1.5,1525322208.1303296,2156.8141130752538,513104118.89671767,1102
322,1.0,0.3,0.5,0.01,1344006592.3737388,2717.5583142854884,512468204.76183736,1425
323,1.0,0.3,0.5,0.25,1370602976.0198357,3070.8038250248724,512468810.0177002,1408
324,1.0,0.3,0.5,0.5,1359060001.9413574,2969.1560907270878,512471752.96096295,1372
325,1.0,0.3,0.5,0.75,1308407848.4539218,2204.0416814720406,512484290.88408315,1326
326,1.0,0.3,0.5,1.0,1346563405.2026796,2202.5308545256157,512529568.00302535,1263
327,1.0,0.3,0.5,1.25,1366757012.6409748,2203.305132504124,512547886.63503253,1223
328,1.0,0.3,0.5,1.5,1391302897.2251484,2205.720900439607,512575243.19428456,1188
329,1.0,0.3,0.6,0.01,1447985232.6634986,5483.697136019101,512100096.2155986,1510
330,1.0,0.3,0.6,0.25,1457252391.6255517,4000.9786460152136,512100530.67682874,1500
331,1.0,0.3,0.6,0.5,1403666124.3797824,3188.013991494741,512103766.88613045,1466
332,1.0,0.3,0.6,0.75,1419702371.3261883,3394.3444901998414,512116700.30332583,1409
333,1.0,0.3,0.6,1.0,1421104906.0297902,4669.8276545612325,512156124.788637,1369
334,1.0,0.3,0.6,1.25,1412766306.0779614,3679.1844387355354,512182792.0832397,1325
335,1.0,0.3,0.6,1.5,1447767614.3223696,3827.306919098495,512211209.1064849,1268
336,1.0,0.4,0.4,0.01,943108918.2106673,2063.258389048333,512898919.3231076,1541
337,1.0,0.4,0.4,0.25,956941738.2179334,2648.2254964769445,512901152.3580346,1529
338,1.0,0.4,0.4,0.5,959689061.4830683,2623.510126515462,512907830.55115604,1486
339,1.0,0.4,0.4,0.75,946041496.4267696,2391.7343015451866,512873063.524772,1437
340,1.0,0.4,0.4,1.0,951347483.7795812,2198.729492125447,512913999.06923485,1387
341,1.0,0.4,0.4,1.25,1009387185.1454736,2898.30747737769,512961034.4734837,1323
342,1.0,0.4,0.4,1.5,1032793124.8567464,2073.717135679733,513021122.6777135,1283
343,1.0,0.4,0.5,0.01,1049195391.4607992,4255.472189504288,512422209.69269687,1668
344,1.0,0.4,0.5,0.25,1045480666.0448232,3740.113305082724,512389279.86307985,1645
345,1.0,0.4,0.5,0.5,1052999786.1107548,3784.004943068721,512393776.60570717,1610
346,1.0,0.4,0.5,0.75,1024569445.7954783,3897.478513592377,512409655.33490884,1547
347,1.0,0.4,0.5,1.0,1013714046.827652,3741.467192145989,512463383.8131467,1481
348,1.0,0.4,0.5,1.25,1001723389.8030356,3488.565082969377,512427727.87106836,1444
349,1.0,0.4,0.5,1.5,1029284118.2676052,2274.522633465556,512457508.3198247,1405
350,1.0,0.4,0.6,0.01,1178330640.1396322,4351.528275824729,512111758.2118362,1785
351,1.0,0.4,0.6,0.25,1150673707.6264367,2902.7827766926243,512112717.5083461,1771
352,1.0,0.4,0.6,0.5,1225060778.6786516,4384.647515551324,512085353.7862791,1727
353,1.0,0.4,0.6,0.75,1264778758.4831352,3731.0443382407248,512037066.1158106,1678
354,1.0,0.4,0.6,1.0,1256005582.0829031,5252.837650921553,512083083.1988801,1615
355,1.0,0.4,0.6,1.25,1230553170.939243,4815.116745025928,512114969.17246675,1545
356,1.0,0.4,0.6,1.5,1168999074.9658751,3057.161650680425,512146316.6507214,1495
357,1.0,0.5,0.4,0.01,764853524.7762141,4207.195978747583,513011091.39298266,1753
358,1.0,0.5,0.4,0.25,761270316.1516625,3586.0815898719334,512960273.85720885,1724
359,1.0,0.5,0.4,0.5,764835920.4339496,4313.697264652146,512964881.3101473,1687
360,1.0,0.5,0.4,0.75,745606234.8542843,2470.041722221463,512933231.77284133,1614
361,1.0,0.5,0.4,1.0,748147937.016837,2359.6803937317545,512892916.1259844,1547
362,1.0,0.5,0.4,1.25,776978680.2062922,2915.0125446787133,512908329.37769794,1496
363,1.0,0.5,0.4,1.5,790407791.734602,2522.938148697541,512973334.47940606,1446
364,1.0,0.5,0.5,0.01,887786460.1505222,3265.2987835697904,512493253.92012393,1898
365,1.0,0.5,0.5,0.25,895037034.7293763,3265.046035595873,512547874.380463,1876
366,1.0,0.5,0.5,0.5,868875382.1780024,3258.4831040512854,512553952.17848665,1829
367,1.0,0.5,0.5,0.75,889532761.6198366,3285.500413362471,512517589.4170178,1772
368,1.0,0.5,0.5,1.0,920707475.3016186,3517.8293910537195,512522782.2117686,1706
369,1.0,0.5,0.5,1.25,893732565.753555,4214.211879523357,512468554.8485568,1642
370,1.0,0.5,0.5,1.5,921699575.0045996,3157.1226846431045,512433185.49324256,1580
371,1.0,0.5,0.6,0.01,1148712775.1266017,5247.71741855178,512197140.5545802,2098
372,1.0,0.5,0.6,0.25,1117076087.2166193,5254.843626376765,512198639.427735,2074
373,1.0,0.5,0.6,0.5,1072578364.0175126,4361.645403326931,512232113.2849426,2017
374,1.0,0.5,0.6,0.75,1103090387.3784506,4192.0602631066085,512221155.90265214,1936
375,1.0,0.5,0.6,1.0,1116735520.8015835,4413.216551033494,512254045.3102726,1843
376,1.0,0.5,0.6,1.25,1149730014.975705,4506.875008262733,512200361.520829,1765
377,1.0,0.5,0.6,1.5,1131277872.3971598,4632.776158992901,512235417.6573076,1706
378,1.0,0.6,0.4,0.01,655538879.7606529,2502.074326042499,513117857.5095989,1939
379,1.0,0.6,0.4,0.25,670538214.1923892,2524.151549905697,513100960.8383392,1923
380,1.0,0.6,0.4,0.5,649803009.2840923,2350.056541189992,513095275.0332322,1857
381,1.0,0.6,0.4,0.75,673521073.8148491,3089.5122271626265,513118927.4980289,1794
382,1.0,0.6,0.4,1.0,691953351.0512807,2999.662347024197,513168661.9328216,1718
383,1.0,0.6,0.4,1.25,648203862.9537214,2838.128539384792,513145404.8359026,1657
384,1.0,0.6,0.4,1.5,674784926.079354,1885.9589513641097,513155390.17621964,1590
385,1.0,0.6,0.5,0.01,791503340.8471177,4047.491353289396,512678997.7500948,2162
386,1.0,0.6,0.5,0.25,807817626.7500596,3536.782187667802,512680825.5429842,2143
387,1.0,0.6,0.5,0.5,819245754.8326871,3510.7466586505084,512665798.1904596,2079
388,1.0,0.6,0.5,0.75,799163187.9891582,3613.818341325024,512629986.5628236,1987
389,1.0,0.6,0.5,1.0,824901544.0358524,3665.918775067082,512693611.8328894,1895
390,1.0,0.6,0.5,1.25,843602055.551641,3768.436355509408,512738741.3734962,1816
391,1.0,0.6,0.5,1.5,838842334.5155958,3893.4031294746846,512716734.8690737,1748
392,1.0,0.6,0.6,0.01,924682323.3179088,3788.948957291056,512338327.7496936,2418
393,1.0,0.6,0.6,0.25,958904024.8070904,3795.3229411055377,512339829.1567626,2397
394,1.0,0.6,0.6,0.5,943059212.0090508,3762.457093715504,512312272.8927374,2315
395,1.0,0.6,0.6,0.75,991920590.1651772,3835.656627020744,512333023.80155534,2203
396,1.0,0.6,0.6,1.0,995294509.4494745,3891.8477617154463,512339737.78904027,2102
397,1.0,0.6,0.6,1.25,1054073543.6147135,4180.171358089189,512345098.5872008,1998
398,1.0,0.6,0.6,1.5,1054584447.6204656,4149.779694670089,512380258.06329393,1915
399,1.0,0.7,0.4,0.01,562935522.7064703,2811.3928964864776,513192738.9772889,2144
400,1.0,0.7,0.4,0.25,552914577.9950327,2810.8039197663684,513196101.8052448,2126
401,1.0,0.7,0.4,0.5,569051440.006,3179.161786124243,513205166.65772426,2065
402,1.0,0.7,0.4,0.75,603221202.7379524,3114.7722349824808,513154199.4976476,1972
403,1.0,0.7,0.4,1.0,603048253.7457325,3213.4485944910866,513202667.043272,1870
404,1.0,0.7,0.4,1.25,620010204.4669254,3184.7481406821694,513273440.3551199,1806
405,1.0,0.7,0.4,1.5,632656564.0726465,3346.487353073979,513340289.5452142,1730
406,1.0,0.7,0.5,0.01,683236787.3892375,3171.884763975575,512734158.3365947,2441
407,1.0,0.7,0.5,0.25,666799496.8096868,3070.739186666211,512735992.1574329,2419
408,1.0,0.7,0.5,0.5,678610173.4153597,2922.7007955460704,512754472.0829555,2329
409,1.0,0.7,0.5,0.75,710378306.2505915,3283.7288881205745,512706333.60226023,2214
410,1.0,0.7,0.5,1.0,788140168.9201431,3449.5272290594785,512769987.0665283,2111
411,1.0,0.7,0.5,1.25,768528167.0371542,3080.447165228808,512751802.6698853,1997
412,1.0,0.7,0.5,1.5,769588433.4293175,3401.8128317149667,512750648.51864415,1907
413,1.0,0.7,0.6,0.01,813088750.325668,2495.9299287093263,512455410.7416687,2724
414,1.0,0.7,0.6,0.25,824579676.7109535,2527.1161465622145,512424130.28501284,2706
415,1.0,0.7,0.6,0.5,843990961.6673276,2531.7915753548286,512402443.16338885,2626
416,1.0,0.7,0.6,0.75,873261161.9142921,3705.723555336919,512424195.058911,2490
417,1.0,0.7,0.6,1.0,863513395.3794112,2995.87452269949,512448117.4712852,2365
418,1.0,0.7,0.6,1.25,947818388.5570076,3749.402491552528,512425309.3085066,2234
419,1.0,0.7,0.6,1.5,939233961.2636127,3407.6258398139835,512460488.51404124,2133
420,1.0,0.8,0.4,0.01,492423072.2221629,2027.8568755335416,513310415.66050166,2364
421,1.0,0.8,0.4,0.25,485890394.5568935,2145.4230870085544,513277372.02443445,2338
422,1.0,0.8,0.4,0.5,498959894.56006974,2497.74531162156,513258960.2297632,2240
423,1.0,0.8,0.4,0.75,491971048.4982312,2277.885478227744,513263480.16721696,2135
424,1.0,0.8,0.4,1.0,504376017.3257104,2491.096755841525,513279930.97491294,2032
425,1.0,0.8,0.4,1.25,524346921.3757497,1794.7160273495897,513275622.53088486,1930
426,1.0,0.8,0.4,1.5,583983669.7410325,2838.32499487072,513322333.39444673,1854
427,1.0,0.8,0.5,0.01,599622419.976284,2991.744072537849,512868806.1535179,2705
428,1.0,0.8,0.5,0.25,610646813.5133711,2997.428806931179,512868392.99835205,2675
429,1.0,0.8,0.5,0.5,604955382.0403649,3006.0609598896,512802685.5585481,2583
430,1.0,0.8,0.5,0.75,614964753.2272049,3448.9590421968824,512796680.75738955,2454
431,1.0,0.8,0.5,1.0,668760073.0666847,2874.131595962845,512862257.3960904,2316
432,1.0,0.8,0.5,1.25,713274502.5818086,2981.0519606011057,512849438.74473536,2200
433,1.0,0.8,0.5,1.5,722946724.0312444,3520.229963387991,512827052.886618,2088
434,1.0,0.8,0.6,0.01,717874599.5938623,3922.679885789205,512580037.56078243,3031
435,1.0,0.8,0.6,0.25,719187577.4471095,3921.942243336631,512581568.26567537,3007
436,1.0,0.8,0.6,0.5,725521472.4608679,3351.4952509760265,512529581.49718875,2930
437,1.0,0.8,0.6,0.75,745642471.0094151,3471.089677708087,512484967.81635314,2806
438,1.0,0.8,0.6,1.0,769871825.3358784,3219.011125486089,512478019.63663995,2635
439,1.0,0.8,0.6,1.25,821541648.0739446,3733.280458872312,512551662.21465397,2463
440,1.0,0.8,0.6,1.5,895351573.4207594,3485.23235681042,512552792.7044498,2334
441,1.5,0.2,0.4,0.01,3359094797.76973,2621.1255320030737,512704758.82126486,1032
442,1.5,0.2,0.4,0.25,3367735369.3545203,2616.898852089639,512706362.00126445,1022
443,1.5,0.2,0.4,0.5,3400105368.6150184,2608.0004436907952,512690972.5137986,1005
444,1.5,0.2,0.4,0.75,3438354219.02016,2597.851575630051,512708623.0112338,969
445,1.5,0.2,0.4,1.0,3507552361.5835,2587.781125349069,512710209.81122303,942
446,1.5,0.2,0.4,1.25,3617931958.4474206,2580.341072912747,512753622.54145163,904
447,1.5,0.2,0.4,1.5,3744223410.3026977,2574.625528988556,512809171.855324,879
448,1.5,0.2,0.5,0.01,3465948156.38256,2774.733139329435,512224349.70153034,1084
449,1.5,0.2,0.5,0.25,3482182218.2957067,2770.061166138349,512193154.12504447,1074
450,1.5,0.2,0.5,0.5,3506352229.3471456,2759.877153953152,512196657.0878479,1047
451,1.5,0.2,0.5,0.75,3529749969.2911367,2748.273098239611,512186204.6616934,1015
452,1.5,0.2,0.5,1.0,3596985615.5872674,2736.873303564258,512233997.76607484,982
453,1.5,0.2,0.5,1.25,3691099428.7492495,2727.8012528764766,512219396.8696691,944
454,1.5,0.2,0.5,1.5,3809071075.498424,2721.168230057357,512247110.05674374,923
455,1.5,0.2,0.6,0.01,3659975429.2498846,2919.88949715447,511880986.88914794,1119
456,1.5,0.2,0.6,0.25,3653334318.103468,2910.614722649682,511848267.34211665,1106
457,1.5,0.2,0.6,0.5,3664694205.3447914,2898.932046847357,511852171.9387148,1090
458,1.5,0.2,0.6,0.75,3691906397.360272,2885.813575270671,511808852.8969536,1058
459,1.5,0.2,0.6,1.0,3738615139.061856,2873.302348878403,511850054.6145541,1020
460,1.5,0.2,0.6,1.25,3833530910.9166737,2862.496241491227,511878270.097222,991
461,1.5,0.2,0.6,1.5,3936660838.736537,2855.0155392258434,511907306.58023846,963
462,1.5,0.3,0.4,0.01,2150056229.471137,2492.189039275472,512934231.3699117,1251
463,1.5,0.3,0.4,0.25,2154368363.001487,2540.795342707908,512935824.6704152,1234
464,1.5,0.3,0.4,0.5,2174770023.642355,3569.101882518814,512941160.12793845,1205
465,1.5,0.3,0.4,0.75,2207127406.2177258,2480.1821367463763,512937263.02942216,1169
466,1.5,0.3,0.4,1.0,2257796992.854231,2475.309503252292,512952222.058169,1128
467,1.5,0.3,0.4,1.25,2360075271.2664523,2472.2985260633127,512978048.68884933,1091
468,1.5,0.3,0.4,1.5,2470903261.404856,2470.858791775792,512998240.86801845,1063
469,1.5,0.3,0.5,0.01,2199938612.850524,2621.4341622416896,512429262.5442117,1345
470,1.5,0.3,0.5,0.25,2203962832.7806463,2863.656675176452,512430096.3021449,1327
471,1.5,0.3,0.5,0.5,2220064011.0521817,2614.1181352224967,512433605.91813785,1296
472,1.5,0.3,0.5,0.75,2213816736.276945,2607.8835729771,512447296.0883961,1243
473,1.5,0.3,0.5,1.0,2280489229.194895,2601.989086706316,512470248.11998016,1198
474,1.5,0.3,0.5,1.25,2332285158.1800203,2598.103871380025,512463920.6436548,1162
475,1.5,0.3,0.5,1.5,2438580039.534469,2596.6657638735355,512470859.22610456,1122
476,1.5,0.3,0.6,0.01,2384579914.882291,2856.1015390335,512060418.7888832,1428
477,1.5,0.3,0.6,0.25,2381312724.395258,3373.3536498979847,512061043.8032792,1413
478,1.5,0.3,0.6,0.5,2399752136.29714,3261.570987205658,512064921.3455428,1378
479,1.5,0.3,0.6,0.75,2396214091.559482,2815.4245534852143,512079113.7583889,1336
480,1.5,0.3,0.6,1.0,2409867312.081821,4038.4988900681255,512120561.89869994,1288
481,1.5,0.3,0.6,1.25,2450097280.312088,2713.848719200843,512148943.4088604,1231
482,1.5,0.3,0.6,1.5,2498757412.998926,2711.8733647808467,512178233.79339993,1197
483,1.5,0.4,0.4,0.01,1499168462.5259182,2382.0604803771266,512898249.07002276,1481
484,1.5,0.4,0.4,0.25,1498396727.521176,2522.2303794000086,512900567.67666245,1466
485,1.5,0.4,0.4,0.5,1513921863.7528706,2376.984695571335,512852722.33524287,1421
486,1.5,0.4,0.4,0.75,1508605944.9258866,2430.735590112912,512872777.93667984,1386
487,1.5,0.4,0.4,1.0,1539008971.762773,2370.574077344904,512914048.9957558,1314
488,1.5,0.4,0.4,1.25,1603493901.629798,2372.7495204263,512961202.15858287,1267
489,1.5,0.4,0.4,1.5,1698123456.3641844,2378.7164515683803,513021396.6285612,1223
490,1.5,0.4,0.5,0.01,1636682972.603416,4436.437481700748,512388210.99037105,1578
491,1.5,0.4,0.5,0.25,1642523284.4494314,4449.525545878722,512389476.6715171,1567
492,1.5,0.4,0.5,0.5,1643909251.2491198,3959.823923387123,512394088.2277942,1520
493,1.5,0.4,0.5,0.75,1606634420.272913,2483.7433778806903,512410164.79615676,1474
494,1.5,0.4,0.5,1.0,1631982119.814426,2562.107485950328,512407871.3917435,1427
495,1.5,0.4,0.5,1.25,1689090217.537961,2481.010593309038,512428718.6788681,1373
496,1.5,0.4,0.5,1.5,1705573860.8653142,2483.8332225961885,512458523.63046855,1333
497,1.5,0.4,0.6,0.01,1819494872.5019796,4567.070598449721,512015456.526271,1672
498,1.5,0.4,0.6,0.25,1807233401.927806,4558.327063606725,512016439.0311673,1654
499,1.5,0.4,0.6,0.5,1854748769.950521,4962.311616888698,512021570.65698797,1624
500,1.5,0.4,0.6,0.75,1842894940.6442587,3485.371660924322,512038380.23638093,1568
501,1.5,0.4,0.6,1.0,1826771621.2932448,4818.084334698902,512084678.64212275,1513
502,1.5,0.4,0.6,1.25,1826810507.678945,3378.531904933098,512058933.2479288,1461
503,1.5,0.4,0.6,1.5,1848134087.0048716,2819.517294921539,512090186.85243195,1412
504,1.5,0.5,0.4,0.01,1189871173.2113073,3150.4881343761217,512969635.9383157,1668
505,1.5,0.5,0.4,0.25,1175314465.2450051,3133.140581887739,512917535.3744281,1647
506,1.5,0.5,0.4,0.5,1153987178.7932322,2299.814841637064,512909301.2309557,1603
507,1.5,0.5,0.4,0.75,1156548505.9586349,2297.5022295680837,512843013.52943486,1554
508,1.5,0.5,0.4,1.0,1179689714.4745977,3044.986760229061,512888699.7986326,1489
509,1.5,0.5,0.4,1.25,1201785930.7066646,2296.208390167565,512938715.27729404,1436
510,1.5,0.5,0.4,1.5,1252634139.488838,2633.316858265247,512947633.1180166,1394
511,1.5,0.5,0.5,0.01,1304464840.937024,3152.4479513165024,512552253.9779504,1796
512,1.5,0.5,0.5,0.25,1304899703.736281,3551.6722172174127,512530053.9747176,1783
513,1.5,0.5,0.5,0.5,1322027791.8129816,3753.042184887301,512456860.5387662,1736
514,1.5,0.5,0.5,0.75,1334667290.1428638,5084.853870727288,512439876.4936306,1685
515,1.5,0.5,0.5,1.0,1301534436.8938863,2800.185627138801,512378132.7462579,1611
516,1.5,0.5,0.5,1.25,1308155477.3328912,3484.2350476594384,512400631.46136487,1546
517,1.5,0.5,0.5,1.5,1322533094.460659,2384.741884733564,512432151.16970414,1491
518,1.5,0.5,0.6,0.01,1511411034.5168242,3353.889016240106,512153753.77620804,1941
519,1.5,0.5,0.6,0.25,1487770190.0309365,3578.8927196932377,512155139.1477647,1925
520,1.5,0.5,0.6,0.5,1516235550.0445592,4266.364612861681,512215559.28496206,1866
521,1.5,0.5,0.6,0.75,1571543206.929319,4740.878679349845,512154755.0111744,1789
522,1.5,0.5,0.6,1.0,1536341893.5064769,4405.263628825398,512201584.5228714,1725
523,1.5,0.5,0.6,1.25,1583734434.268779,4825.486474570066,512125775.92442214,1658
524,1.5,0.5,0.6,1.5,1560925309.382207,4953.926065748592,512093903.0254666,1609
525,1.5,0.6,0.4,0.01,957275302.3589312,2602.629306167584,513062867.32395715,1831
526,1.5,0.6,0.4,0.25,955538947.2686652,2898.5355648806303,513086389.914587,1814
527,1.5,0.6,0.4,0.5,958781718.1322649,3106.04950587688,513095275.0332322,1777
528,1.5,0.6,0.4,0.75,980529204.6906668,3822.11180807256,513098810.025184,1715
529,1.5,0.6,0.4,1.0,972666913.6615098,2212.730953254308,513070832.7604434,1645
530,1.5,0.6,0.4,1.25,974814228.3043914,2218.3830933751324,513089021.1354844,1581
531,1.5,0.6,0.4,1.5,988775611.6924356,2329.417927920397,513009798.3016674,1511
532,1.5,0.6,0.5,0.01,1115877737.043646,3276.1016200866,512602657.9792126,2015
533,1.5,0.6,0.5,0.25,1120294250.356882,3278.300326251903,512604485.4793709,1999
534,1.5,0.6,0.5,0.5,1132151684.242169,3279.61769582861,512610581.40951955,1945
535,1.5,0.6,0.5,0.75,1153785219.6769557,3572.2851309393477,512629986.5628236,1866
536,1.5,0.6,0.5,1.0,1156177436.668973,3594.6519261653348,512693611.8328894,1787
537,1.5,0.6,0.5,1.25,1187998256.652747,4155.943911428049,512636823.14387286,1724
538,1.5,0.6,0.5,1.5,1170570556.6933458,4348.057056683061,512611765.9564478,1663
539,1.5,0.6,0.6,0.01,1351889061.73664,3790.730413354491,512303794.6489175,2200
540,1.5,0.6,0.6,0.25,1354003590.1679258,3798.943024589492,512257337.3938818,2178
541,1.5,0.6,0.6,0.5,1385697065.688509,3803.598561132568,512264364.24465084,2112
542,1.5,0.6,0.6,0.75,1383055821.2455058,4246.93999871534,512252858.4200843,2039
543,1.5,0.6,0.6,1.0,1402991711.375559,4252.500363759731,512307004.90731764,1943
544,1.5,0.6,0.6,1.25,1435767483.1698442,4406.176666677677,512345098.5872008,1848
545,1.5,0.6,0.6,1.5,1460888954.5647595,4887.9354376590745,512347719.19842416,1775
546,1.5,0.7,0.4,0.01,805798025.0206864,2549.7830852360867,513171637.4017439,2024
547,1.5,0.7,0.4,0.25,828015904.9297822,2558.413386797209,513174963.95927066,2002
548,1.5,0.7,0.4,0.5,798914428.7929382,2538.758653290417,513130110.99185574,1948
549,1.5,0.7,0.4,0.75,839193616.4551711,3097.21376893108,513153896.1181034,1855
550,1.5,0.7,0.4,1.0,855665831.6911098,2159.630290870558,513220930.74106437,1779
551,1.5,0.7,0.4,1.25,867014232.7470255,2482.131466757734,513273440.3551199,1717
552,1.5,0.7,0.4,1.5,857799524.7243779,2234.0701872742006,513266754.776536,1655
553,1.5,0.7,0.5,0.01,973886871.3665396,3068.84067632532,512714692.70293444,2244
554,1.5,0.7,0.5,0.25,993812510.1712866,3077.5753919212275,512680825.5429842,2221
555,1.5,0.7,0.5,0.5,984024167.7076726,3080.1984714307164,512686923.4228676,2143
556,1.5,0.7,0.5,0.75,1009658091.2829766,3510.3075533937863,512663763.35446453,2062
557,1.5,0.7,0.5,1.0,1034569800.7144748,3507.2834281246664,512693611.8328894,1957
558,1.5,0.7,0.5,1.25,1084586241.7172422,3908.1735291577816,512717490.2130257,1875
559,1.5,0.7,0.5,1.5,1101038539.9398322,3867.506939234878,512750648.51864415,1793
560,1.5,0.7,0.6,0.01,1175966196.7895832,3748.79375410016,512394717.6443952,2471
561,1.5,0.7,0.6,0.25,1182116009.6586075,4052.19199276338,512396224.2791073,2452
562,1.5,0.7,0.6,0.5,1178200708.4752507,3965.060376710856,512346847.6143262,2374
563,1.5,0.7,0.6,0.75,1230653385.6912813,3803.8377212316536,512367701.32279456,2258
564,1.5,0.7,0.6,1.0,1251737379.5975962,3857.172480414392,512363703.4787267,2142
565,1.5,0.7,0.6,1.25,1256599220.4673872,3674.006115327852,512378083.543338,2049
566,1.5,0.7,0.6,1.5,1320994549.3914623,4085.236089220533,512380258.06329393,1958
567,1.5,0.8,0.4,0.01,696799053.2684181,2565.375339189973,513226447.7135973,2213
568,1.5,0.8,0.4,0.25,696901393.8652163,2562.725378971092,513229829.87119055,2197
569,1.5,0.8,0.4,0.5,724434912.036809,2931.171862530085,513205166.65772426,2121
570,1.5,0.8,0.4,0.75,747883284.1845562,3394.8037145647045,513208082.83613175,2025
571,1.5,0.8,0.4,1.0,758503928.8912414,3096.4254623944826,513202667.043272,1921
572,1.5,0.8,0.4,1.25,766674845.4172235,3275.675748764313,513255316.08897525,1826
573,1.5,0.8,0.4,1.5,792162583.1325941,2432.6924649602515,513340289.5452142,1767
574,1.5,0.8,0.5,0.01,830779589.4560927,2479.986244458919,512769114.95019066,2474
575,1.5,0.8,0.5,0.25,837343530.2460665,2452.562571736991,512735992.1574329,2456
576,1.5,0.8,0.5,0.5,850480953.7424837,2543.7040969749164,512742110.775068,2365
577,1.5,0.8,0.5,0.75,874083795.6484513,3258.928037478971,512797410.6047772,2247
578,1.5,0.8,0.5,1.0,892510820.3166023,3442.5620811137064,512769987.0665283,2134
579,1.5,0.8,0.5,1.25,951150240.7065344,3066.516619913716,512773053.83035576,2038
580,1.5,0.8,0.5,1.5,958000460.2584049,2912.825094075869,512785165.432923,1945
581,1.5,0.8,0.6,0.01,973183738.113168,2931.795871802195,512488864.0885587,2721
582,1.5,0.8,0.6,0.25,945161367.9826412,2801.777949041176,512456921.3818368,2696
583,1.5,0.8,0.6,0.5,999819282.4507178,3745.4487098463496,512402443.16338885,2616
584,1.5,0.8,0.6,0.75,1053421357.3932928,3679.879400810141,512423377.50435764,2498
585,1.5,0.8,0.6,1.0,1086948386.916669,2989.137356240244,512478819.4314203,2364
586,1.5,0.8,0.6,1.25,1131839561.0022604,3638.344453080742,512486322.7257732,2242
587,1.5,0.8,0.6,1.5,1195596180.8826602,3575.126499823258,512460488.51404124,2130
588,3.0,0.2,0.4,0.01,7158316868.283927,3527.9741478700544,512545563.7178954,933
589,3.0,0.2,0.4,0.25,7163389425.269379,3520.769634374962,512548145.15883386,921
590,3.0,0.2,0.4,0.5,7162174895.8085785,3504.2656651446973,512522305.9239047,904
591,3.0,0.2,0.4,0.75,7197599282.016432,3484.953488224185,512490005.32637995,868
592,3.0,0.2,0.4,1.0,7277790675.618883,3466.0918554324085,512531931.995108,844
593,3.0,0.2,0.4,1.25,7405505106.389893,3451.139322349448,512578832.52585334,811
594,3.0,0.2,0.4,1.5,7551153094.168114,3438.0721803249967,512638488.8775282,789
595,3.0,0.2,0.5,0.01,8106475980.549082,3861.400146663598,511994778.9807888,960
596,3.0,0.2,0.5,0.25,8109957972.022837,3853.442875290259,511996198.8376967,955
597,3.0,0.2,0.5,0.5,8107592293.26479,3834.901157939819,511947235.32581395,935
598,3.0,0.2,0.5,0.75,8136509838.430669,3813.0267810046425,511963745.4702282,908
599,3.0,0.2,0.5,1.0,8204357309.294165,3791.338530507224,512018256.4809696,881
600,3.0,0.2,0.5,1.25,8325079448.990032,3772.878015673368,512039127.56884956,851
601,3.0,0.2,0.5,1.5,8474805250.017996,3757.906903819928,512068595.71416867,829
602,3.0,0.2,0.6,0.01,9098559979.059498,4164.685346752373,511645153.99155223,996
603,3.0,0.2,0.6,0.25,9087791216.040745,4152.14139051999,511593347.9959995,989
604,3.0,0.2,0.6,0.5,9072037386.413685,4131.185226710016,511567462.210163,963
605,3.0,0.2,0.6,0.75,9088853201.207315,4116.092433347369,511584618.92796123,938
606,3.0,0.2,0.6,1.0,9152813501.451366,4092.128482889945,511625343.97640103,911
607,3.0,0.2,0.6,1.25,9263506765.759771,4070.258539293418,511657484.96004856,887
608,3.0,0.2,0.6,1.5,9407027180.811892,4053.0836576043416,511688114.3329776,864
